participant_id,age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
2249,18,1,3,2,18.98159206,20,1,1,0,0,1,0,Cluster_D
2275,18,1,0,3,8.970850987,24,1,1,0,1,0,0,Cluster_B
635,16,0,3,2,4.461800369,18,1,3,1,1,0,0,Cluster_E
323,18,1,0,1,4.257001721,29,1,3,1,1,0,0,Cluster_E
1928,17,0,1,1,14.32329076,20,0,3,1,0,0,1,Cluster_E
267,18,0,0,1,2.684048527,26,0,3,0,0,0,0,Cluster_E
1860,15,1,0,3,14.39116827,21,0,2,0,0,1,1,Cluster_E
1996,15,0,0,0,17.10816324,23,0,2,0,1,0,0,Cluster_E
580,16,1,0,2,14.96750499,5,0,3,0,0,0,0,Cluster_B
2011,17,1,0,2,14.56941891,14,0,4,0,0,1,0,Cluster_D
1356,18,1,0,3,0.360640197,19,1,1,0,0,0,0,Cluster_E
2354,18,0,0,2,18.98138787,21,0,1,0,0,0,0,Cluster_E
962,15,0,1,2,19.27635322,3,1,4,0,0,0,0,Cluster_A
1194,18,0,0,1,2.261994788,18,0,2,1,1,0,0,Cluster_E
2195,15,0,0,2,15.61570967,26,0,3,1,0,0,0,Cluster_A
1103,18,0,1,2,7.961743565,5,0,2,0,1,0,1,Cluster_B
1647,17,1,1,2,2.543649073,26,0,1,1,0,0,0,Cluster_E
1629,17,1,0,3,13.73300847,6,0,2,1,1,0,0,Cluster_C
1674,15,0,0,2,0.897620329,11,0,2,0,0,0,0,Cluster_E
850,16,1,0,1,8.121642651,5,0,2,0,0,0,0,Cluster_C
1394,16,1,0,1,5.488252633,1,0,2,0,0,0,0,Cluster_C
2308,18,1,3,3,16.08640652,20,0,1,0,0,1,0,Cluster_D
1274,17,1,0,2,15.71333204,11,0,3,1,0,0,0,Cluster_D
573,15,1,2,1,6.052806813,7,0,4,0,0,0,0,Cluster_C
884,18,1,2,3,11.03657467,4,0,2,1,0,0,0,Cluster_C
2094,16,0,2,1,5.783565077,10,0,2,0,0,0,0,Cluster_D
2169,16,0,2,2,1.165944077,17,1,1,1,1,0,1,Cluster_E
1118,15,0,0,2,3.787217516,2,0,3,0,0,0,0,Cluster_C
1272,16,0,0,2,17.1734411,26,0,3,0,0,1,0,Cluster_E
1265,16,0,0,3,5.401169322,11,0,2,0,0,1,0,Cluster_D
1491,15,0,3,2,14.14062339,4,0,0,0,0,0,0,Cluster_C
54,18,0,0,2,8.467160547,13,0,1,0,1,0,0,Cluster_E
773,15,0,0,1,18.63825465,6,1,1,0,0,1,0,Cluster_C
1316,18,1,0,3,2.700762734,12,0,1,0,0,0,0,Cluster_E
2073,18,1,1,2,3.98761638,15,1,2,0,1,1,0,Cluster_E
1396,16,0,0,1,7.755286571,13,0,3,0,0,0,1,Cluster_E
506,15,0,0,2,10.59751251,4,1,2,0,1,0,0,Cluster_B
753,16,0,0,1,15.45045184,27,0,3,0,0,1,0,Cluster_E
1282,17,1,0,2,7.639600909,24,0,0,0,0,0,1,Cluster_E
1739,17,0,0,2,1.676083182,29,0,1,1,0,0,0,Cluster_E
904,17,1,0,3,9.721150838,2,1,3,0,0,0,0,Cluster_B
1518,17,0,0,2,0.241398706,27,0,1,1,1,1,0,Cluster_E
1042,16,0,0,1,6.267353889,7,0,2,0,0,0,0,Cluster_D
366,17,1,2,1,1.224333163,15,0,4,1,1,0,1,Cluster_E
974,17,1,1,2,5.045056677,14,1,1,1,0,0,0,Cluster_E
2250,15,0,0,2,15.54371819,28,0,3,1,0,1,0,Cluster_E
1991,18,0,1,2,17.07896926,3,1,1,0,1,0,0,Cluster_A
310,16,0,3,1,13.57320188,27,0,3,0,1,0,0,Cluster_E
1245,17,0,3,2,11.43657542,1,0,3,1,0,0,0,Cluster_B
2314,15,0,0,0,7.266489511,4,0,1,0,0,0,0,Cluster_C
2208,18,0,0,1,7.518767508,17,1,3,0,0,0,0,Cluster_B
584,16,0,0,1,3.928826304,12,0,1,0,0,0,0,Cluster_E
571,16,1,0,2,3.425468213,12,1,1,1,1,1,0,Cluster_C
772,15,0,1,2,14.57741019,4,0,1,0,0,0,0,Cluster_D
2259,18,0,0,2,5.9498534,20,1,0,0,0,0,0,Cluster_B
1814,15,1,0,1,11.75388939,20,0,4,0,0,1,0,Cluster_E
153,15,1,0,3,3.782773927,22,0,4,1,0,0,1,Cluster_E
2141,18,1,0,2,16.10035386,24,1,3,0,0,1,0,Cluster_E
1733,17,1,2,3,11.07456463,18,0,3,0,0,0,0,Cluster_E
2168,17,1,3,2,15.23485413,17,1,2,1,0,0,0,Cluster_D
1129,16,0,0,2,0.806603221,16,0,3,0,0,1,0,Cluster_E
1489,15,1,1,0,11.08339443,24,0,4,0,0,0,0,Cluster_E
1305,16,1,3,2,0.060417427,21,0,2,0,0,0,1,Cluster_E
319,17,1,2,2,17.2222704,11,0,3,0,0,1,0,Cluster_C
1818,17,1,0,2,9.531358872,2,0,1,1,0,0,0,Cluster_C
1074,17,1,2,0,15.95604744,23,0,0,0,0,1,0,Cluster_E
1034,16,1,1,2,3.153220536,13,1,0,0,1,0,0,Cluster_D
1963,16,0,1,2,9.625479037,14,0,3,0,0,0,0,Cluster_E
1055,15,0,2,2,4.059871184,23,0,4,1,1,0,0,Cluster_E
2071,15,1,3,0,9.78393036,13,0,0,0,0,0,1,Cluster_E
1166,16,0,0,3,11.08978229,3,0,2,0,0,0,0,Cluster_C
1404,16,1,1,1,1.230860683,11,0,2,1,0,1,0,Cluster_D
344,16,1,2,1,1.127637077,21,0,2,0,0,0,0,Cluster_E
889,18,1,0,2,19.3130635,7,0,0,1,1,0,0,Cluster_C
1044,15,0,0,0,14.66803699,26,0,0,1,1,0,0,Cluster_E
399,18,1,2,1,0.167094083,17,1,3,1,0,0,1,Cluster_E
585,16,1,2,2,12.2769189,22,0,4,0,0,0,0,Cluster_E
705,15,1,3,2,1.080952547,16,1,3,0,1,0,0,Cluster_E
2003,16,1,3,3,11.26253188,21,0,2,0,0,0,0,Cluster_E
1345,17,0,1,1,9.046469553,20,1,3,0,0,0,0,Cluster_E
293,15,1,0,2,12.28337701,3,0,4,0,0,1,0,Cluster_B
1673,18,0,2,2,8.78058488,17,0,4,1,0,0,0,Cluster_E
1302,18,1,0,2,13.00184902,22,0,2,1,1,0,1,Cluster_E
1199,17,0,3,4,11.6147428,18,1,1,0,0,0,0,Cluster_E
1377,18,0,0,1,12.96418355,20,0,0,1,1,0,0,Cluster_E
142,15,1,0,1,13.09814246,23,1,0,1,1,0,0,Cluster_E
1197,16,0,0,2,7.937787862,7,1,2,1,0,0,0,Cluster_C
3,15,0,2,3,4.210569769,26,0,2,0,0,0,0,Cluster_E
2034,16,0,0,3,11.66037295,27,0,1,1,0,0,0,Cluster_E
577,15,0,3,2,2.563761456,17,1,0,1,0,0,0,Cluster_E
1615,16,1,0,2,17.91624203,6,0,3,1,0,1,0,Cluster_B
340,18,1,0,2,16.41152879,24,0,4,0,0,0,1,Cluster_E
359,15,1,0,2,16.80885501,5,0,2,0,0,1,0,Cluster_B
979,18,1,0,3,15.90145762,13,0,2,1,0,0,0,Cluster_E
926,17,1,0,3,19.7652423,1,0,1,1,1,0,0,Cluster_A
266,16,1,2,2,1.502859064,10,1,3,0,0,0,0,Cluster_D
377,18,0,1,2,13.23939679,14,0,4,0,1,0,0,Cluster_C
2239,18,0,0,4,9.356048241,9,1,3,0,0,0,0,Cluster_E
949,16,0,2,2,5.66593056,22,1,1,1,1,0,0,Cluster_E
440,17,1,1,1,8.96815682,4,0,2,1,0,1,0,Cluster_C
272,18,0,1,2,5.120423461,13,0,3,0,0,0,1,Cluster_E
2019,15,1,0,1,16.74438286,8,0,2,0,0,0,0,Cluster_D
1457,16,0,2,3,0.695983997,11,0,2,1,1,0,0,Cluster_E
245,17,0,3,2,3.924685634,14,0,2,1,0,0,0,Cluster_E
1380,16,1,3,1,13.59103673,3,1,2,0,1,0,1,Cluster_B
2051,16,0,0,3,8.052228767,24,0,1,1,1,1,0,Cluster_E
1079,16,1,0,0,8.256787955,6,1,2,0,0,1,0,Cluster_B
1160,18,0,0,3,9.249136341,11,0,4,0,0,1,0,Cluster_C
1293,18,1,1,1,5.898622716,0,0,4,0,0,0,0,Cluster_A
1855,18,0,0,0,6.964612794,25,0,2,1,1,0,1,Cluster_E
2272,15,0,2,1,14.32126107,25,1,3,0,0,0,0,Cluster_E
608,18,1,2,2,0.260204269,15,0,3,1,1,1,0,Cluster_D
416,15,0,0,1,16.79996446,27,0,2,1,1,0,0,Cluster_E
274,18,0,0,1,2.325473606,16,0,3,0,0,0,1,Cluster_E
1512,17,0,0,3,1.738791214,24,0,1,1,0,0,0,Cluster_E
781,15,0,0,3,13.38696702,18,0,4,0,1,1,0,Cluster_D
1172,17,1,0,2,0.656509976,8,0,4,0,0,1,0,Cluster_D
251,16,0,2,1,2.012399544,18,0,3,0,1,0,0,Cluster_E
414,15,0,3,0,1.483523912,12,0,3,0,0,0,0,Cluster_E
2360,15,0,0,1,8.817102254,12,1,2,1,0,1,0,Cluster_D
1870,16,1,2,1,0.600404514,26,0,4,1,1,1,0,Cluster_E
1484,15,0,0,0,17.60843806,26,0,4,0,0,0,0,Cluster_E
311,18,1,0,0,8.417930575,23,0,2,1,0,0,0,Cluster_E
1685,17,1,0,3,10.11484597,12,0,4,1,0,1,0,Cluster_D
894,15,1,0,1,11.41329158,0,0,1,0,0,0,0,Cluster_B
1414,18,1,3,3,13.41494401,10,0,3,0,1,0,0,Cluster_C
426,15,0,0,1,3.533646284,24,0,3,1,0,0,1,Cluster_E
2320,17,0,0,2,9.285447386,0,0,4,1,0,1,1,Cluster_D
16,15,0,0,2,9.728100711,17,1,0,0,1,0,0,Cluster_E
2162,15,0,2,2,19.52027851,17,0,0,0,0,0,0,Cluster_E
722,17,1,0,1,9.80908817,1,0,2,0,0,0,0,Cluster_B
1881,16,1,0,3,17.1826072,19,1,1,0,0,0,0,Cluster_E
2099,16,0,0,1,14.38940463,19,0,4,1,1,0,0,Cluster_E
349,18,1,0,0,7.096914469,11,0,3,0,0,0,0,Cluster_E
1443,18,0,0,1,0.299970008,27,1,3,0,0,0,0,Cluster_E
1972,15,0,1,2,8.143285969,22,0,2,1,1,0,1,Cluster_E
1270,16,1,1,1,13.78218163,0,0,3,1,0,0,0,Cluster_A
527,17,1,0,1,12.89439955,27,0,3,0,1,0,0,Cluster_E
2191,16,0,2,2,10.62661585,23,0,0,1,0,0,0,Cluster_D
364,16,0,0,3,7.87363772,0,1,4,0,0,1,0,Cluster_A
2247,15,1,2,2,11.65996959,29,0,3,1,1,1,0,Cluster_E
183,16,0,0,4,3.942120776,8,0,2,1,1,0,0,Cluster_D
986,16,1,0,3,2.533117457,29,0,0,0,1,0,0,Cluster_E
1369,15,0,0,0,7.961096814,22,0,3,0,0,0,1,Cluster_E
171,18,1,0,2,9.099015537,23,0,3,0,1,0,0,Cluster_E
2081,15,0,0,2,4.84391784,21,0,2,0,1,0,0,Cluster_E
1051,16,0,0,2,7.19086289,10,1,2,0,0,0,0,Cluster_D
1072,16,1,1,2,11.81743846,24,1,3,1,1,0,0,Cluster_E
813,15,0,1,1,15.84379877,17,0,0,1,0,0,0,Cluster_E
188,17,1,1,3,16.9920035,8,0,1,1,0,0,0,Cluster_C
620,17,1,0,1,0.014337174,19,0,3,1,0,0,0,Cluster_E
1230,17,1,0,2,4.185755231,0,0,2,1,1,0,0,Cluster_B
152,17,1,1,1,14.7630151,20,1,3,0,1,0,0,Cluster_E
159,15,1,0,3,7.046177684,28,0,2,0,0,0,0,Cluster_E
1381,16,1,0,1,1.341874653,16,0,1,0,1,0,0,Cluster_E
273,18,1,1,2,13.01655901,11,0,4,0,0,0,0,Cluster_D
615,16,1,3,1,10.97865049,17,0,4,0,0,0,0,Cluster_D
490,15,0,2,2,5.548534696,28,0,2,1,0,0,0,Cluster_E
1171,18,1,0,0,16.22325208,24,0,3,1,1,0,0,Cluster_E
2264,16,0,0,0,14.30473707,18,1,2,1,0,0,0,Cluster_B
995,18,0,0,3,16.32067005,26,1,2,0,0,0,0,Cluster_E
1843,18,1,0,3,0.77747394,22,0,2,0,0,1,0,Cluster_E
372,18,0,0,1,5.051720134,22,0,2,0,0,1,0,Cluster_E
1205,15,1,0,2,10.29855018,7,0,2,1,0,0,0,Cluster_C
223,16,1,0,2,13.72048448,16,0,3,0,0,1,0,Cluster_E
594,18,1,3,1,14.38045641,16,0,3,0,0,0,0,Cluster_E
477,15,1,0,1,1.464912082,25,1,2,1,0,0,0,Cluster_E
1938,16,1,2,0,9.220671362,4,0,1,1,0,0,0,Cluster_C
2187,15,1,3,1,8.384984986,19,1,2,1,1,0,0,Cluster_D
498,18,0,2,2,10.55624217,0,0,1,0,0,0,0,Cluster_C
840,15,1,1,2,15.44480552,16,0,1,0,0,0,0,Cluster_E
688,15,0,3,1,12.54516801,0,0,1,0,0,0,0,Cluster_C
1492,17,1,0,2,3.5496367,5,0,4,0,0,0,0,Cluster_C
137,15,1,0,4,6.065620521,9,0,3,0,1,0,0,Cluster_D
519,18,1,0,2,18.71988358,18,0,3,0,0,0,0,Cluster_E
629,17,1,0,2,2.306021807,12,0,1,0,0,0,0,Cluster_E
335,16,1,0,2,16.73855666,7,0,2,0,0,0,0,Cluster_C
782,17,1,0,0,16.63147852,3,1,3,0,0,0,0,Cluster_B
1335,18,1,0,1,3.710519505,25,0,3,1,0,0,0,Cluster_E
1624,18,1,0,1,9.532409126,5,1,0,0,0,0,0,Cluster_C
1209,15,0,0,2,5.158790136,14,1,0,0,0,1,1,Cluster_E
1612,16,0,0,1,14.64475828,26,0,3,0,1,0,0,Cluster_E
711,17,0,3,2,4.200946746,12,0,3,1,0,0,0,Cluster_D
1179,17,0,0,2,3.946279412,17,0,1,0,0,0,1,Cluster_E
1303,17,1,0,2,13.07312953,23,0,3,1,1,1,0,Cluster_E
2200,15,0,0,3,4.933768595,6,0,1,1,0,0,0,Cluster_E
466,17,0,0,2,6.653803594,13,0,2,1,1,0,0,Cluster_D
1226,16,1,2,1,18.63070098,5,0,3,0,1,0,0,Cluster_B
2366,17,1,2,2,6.918990357,3,0,2,0,0,0,0,Cluster_C
1675,15,0,0,0,18.40227627,22,0,0,0,1,0,0,Cluster_E
1252,16,1,0,1,19.71716881,11,0,1,0,0,0,0,Cluster_D
1810,16,1,0,3,13.93014367,26,0,1,1,0,0,0,Cluster_E
2018,16,1,1,1,16.19577057,24,0,3,0,0,0,0,Cluster_E
1946,18,1,3,3,9.356983666,21,0,2,0,0,0,0,Cluster_E
2082,18,1,0,1,3.381154983,8,1,2,0,1,0,0,Cluster_C
1056,15,0,2,2,9.037380893,1,0,0,0,0,0,0,Cluster_C
2199,16,1,1,3,1.511089875,3,0,3,0,0,0,0,Cluster_A
817,15,1,0,1,5.480235608,7,0,3,0,0,0,0,Cluster_D
275,15,1,0,2,10.72820766,13,1,1,0,0,0,0,Cluster_D
1570,16,1,0,2,10.09478951,23,0,1,0,1,0,0,Cluster_E
866,15,1,0,2,5.365520409,15,0,2,0,0,0,0,Cluster_E
102,16,1,0,3,1.891126895,6,0,3,1,0,1,1,Cluster_C
1863,17,1,0,3,14.71435974,22,0,2,1,0,1,0,Cluster_E
108,18,1,0,0,12.45098792,15,0,1,0,1,0,0,Cluster_E
2381,16,1,0,2,2.138397288,8,0,1,1,1,0,0,Cluster_B
2119,15,0,0,0,18.97409836,16,0,4,1,1,0,0,Cluster_D
1105,16,1,2,3,6.711144034,19,1,3,1,0,0,1,Cluster_E
1235,16,1,0,2,8.96970456,9,0,2,1,1,0,0,Cluster_C
1545,18,1,0,2,6.26501481,20,0,2,1,0,0,0,Cluster_E
1101,17,1,2,2,10.1947102,14,0,3,1,1,0,1,Cluster_D
1904,15,1,0,1,4.090086774,20,1,3,0,0,0,0,Cluster_E
713,15,1,0,2,6.332048697,19,0,4,0,1,0,0,Cluster_E
73,15,0,1,1,3.25805309,8,0,2,1,1,0,0,Cluster_C
2040,17,1,1,4,6.588333147,18,1,1,0,0,0,0,Cluster_E
2302,15,1,1,0,17.60503547,9,0,1,0,0,0,0,Cluster_E
482,16,1,0,2,13.38770847,28,1,4,0,0,0,1,Cluster_E
2387,16,0,0,2,13.81402079,14,0,2,0,0,0,0,Cluster_E
1280,18,1,0,2,2.832227012,18,1,4,1,0,0,0,Cluster_E
1833,18,1,1,1,9.962593484,28,1,1,0,1,0,0,Cluster_E
2391,16,1,1,0,12.41665266,17,0,2,0,1,1,0,Cluster_B
406,18,1,1,1,7.886822927,26,0,0,0,0,0,0,Cluster_E
758,17,0,0,2,6.744040703,6,0,2,0,0,0,1,Cluster_C
1229,16,1,1,4,9.089654659,19,0,2,0,1,0,0,Cluster_E
2022,17,1,1,2,19.19833379,8,0,4,0,0,0,0,Cluster_C
1176,17,0,1,3,0.985473072,15,0,3,0,1,0,0,Cluster_E
1595,18,1,0,4,5.094410009,6,1,3,0,0,0,0,Cluster_C
744,15,0,1,0,8.219212161,12,0,0,0,0,0,0,Cluster_E
807,18,0,0,1,13.76585997,27,1,1,1,0,1,1,Cluster_E
2210,15,0,2,0,17.53196238,24,0,2,1,0,0,0,Cluster_B
1714,15,0,1,0,1.993278442,13,0,1,0,1,1,0,Cluster_E
1294,15,1,1,2,0.305296793,23,0,0,1,0,0,0,Cluster_E
149,15,0,1,4,1.360204639,22,0,1,1,1,0,1,Cluster_E
1111,15,0,3,2,8.825486735,27,0,2,0,1,0,0,Cluster_E
2035,15,0,0,3,18.17835488,21,1,2,0,1,0,0,Cluster_E
693,15,1,2,1,7.156823173,27,0,4,1,1,0,1,Cluster_E
819,18,0,0,1,2.336082155,22,1,1,1,0,0,0,Cluster_E
1583,15,1,0,1,4.197856846,1,1,2,0,0,0,0,Cluster_C
1300,16,1,1,1,14.09822265,8,1,2,1,0,0,0,Cluster_C
1789,15,0,0,0,11.13624286,24,1,0,0,0,0,0,Cluster_E
702,18,1,2,4,7.741000239,15,0,0,1,0,0,0,Cluster_E
2120,18,1,0,2,18.04491246,12,0,0,0,1,0,0,Cluster_E
922,17,0,0,1,3.821037374,12,1,4,0,0,0,0,Cluster_D
906,16,1,0,2,2.836887952,27,0,1,0,0,0,0,Cluster_E
1871,17,0,0,1,7.944550591,6,1,4,0,0,0,0,Cluster_B
1710,16,1,0,1,13.7940307,13,0,4,0,0,1,1,Cluster_E
1689,15,0,1,2,0.255129594,8,1,3,1,0,1,1,Cluster_C
2020,18,1,0,2,1.865747694,21,0,0,0,0,0,1,Cluster_E
168,17,1,1,0,9.78645495,9,0,4,0,1,0,0,Cluster_D
731,17,1,0,1,2.607033594,9,0,3,0,1,0,0,Cluster_C
1423,17,0,0,1,10.41041067,21,0,2,0,0,0,1,Cluster_E
27,16,0,0,1,10.36799253,2,0,2,0,1,0,0,Cluster_C
1211,15,0,0,0,19.51054658,28,0,2,0,0,0,1,Cluster_E
1375,17,1,1,1,18.2916887,21,1,2,0,0,0,0,Cluster_E
998,18,1,1,2,5.969013223,0,0,3,0,0,1,0,Cluster_A
1041,15,0,2,1,11.25660474,20,0,3,0,1,1,0,Cluster_E
1460,17,0,0,2,16.17955499,29,0,2,0,0,0,0,Cluster_E
2390,16,1,0,2,6.805499645,20,0,2,0,0,0,1,Cluster_C
2163,17,0,0,1,6.212019428,14,0,2,1,1,1,0,Cluster_E
42,17,0,0,1,14.29404633,7,0,2,0,0,0,0,Cluster_C
1122,17,1,2,2,12.88846339,17,0,2,0,1,0,0,Cluster_E
2204,17,1,1,2,5.959595893,1,1,2,1,0,0,0,Cluster_B
1242,18,1,0,1,11.4136635,21,1,4,0,0,1,0,Cluster_E
1132,16,1,0,0,6.754959935,0,0,2,1,0,0,0,Cluster_B
610,18,1,2,2,9.784324974,15,0,1,0,0,0,1,Cluster_E
1813,17,1,0,1,16.35969542,10,0,3,0,1,0,0,Cluster_C
2145,15,1,0,2,4.193218442,17,0,2,1,0,0,0,Cluster_E
1892,16,1,0,3,10.10056092,14,1,1,0,0,0,0,Cluster_E
1424,17,1,1,1,13.10766399,20,1,1,0,0,0,0,Cluster_E
494,16,0,3,1,6.846681649,25,1,1,0,1,0,0,Cluster_E
237,16,1,0,2,5.082945603,0,0,3,0,0,1,0,Cluster_C
552,18,0,2,3,8.491452144,12,0,3,0,1,0,0,Cluster_D
521,18,1,2,2,8.288596249,25,0,2,0,1,0,0,Cluster_E
1495,16,1,3,3,18.94341234,7,0,4,0,1,1,0,Cluster_B
721,16,1,2,1,14.12116229,17,0,4,0,1,0,0,Cluster_D
1725,16,0,3,3,7.301673466,27,0,0,0,0,0,0,Cluster_E
2117,15,1,1,1,10.76652744,29,0,1,0,0,0,0,Cluster_E
59,17,0,0,1,6.771080549,9,1,3,0,1,0,0,Cluster_C
632,18,1,0,1,17.09137328,8,0,2,0,0,0,0,Cluster_C
2348,16,1,1,2,13.43489681,4,0,3,0,0,1,0,Cluster_E
593,15,1,1,2,2.058922894,29,0,4,0,1,0,1,Cluster_E
2085,15,0,0,2,9.075075205,6,1,2,0,0,1,0,Cluster_C
940,16,1,2,1,5.609264484,12,0,4,0,0,0,0,Cluster_D
2226,15,0,2,1,5.880067772,23,0,2,1,1,0,0,Cluster_C
905,17,1,1,1,6.275642866,6,1,2,0,0,1,0,Cluster_C
1762,17,0,0,0,17.87069167,25,0,3,0,0,0,0,Cluster_E
2297,15,0,1,1,17.67995554,8,0,0,0,1,0,0,Cluster_C
1392,16,1,2,2,17.99819087,5,0,0,1,0,0,0,Cluster_B
1731,16,1,1,2,12.7600647,18,0,1,0,0,0,0,Cluster_E
1729,16,1,0,3,12.1343916,19,0,3,0,0,0,1,Cluster_E
707,18,1,0,1,10.99244602,28,0,3,0,0,0,0,Cluster_E
1023,16,0,2,1,11.54399493,1,0,2,1,1,0,0,Cluster_B
746,16,1,2,1,14.24143984,16,0,2,1,0,0,0,Cluster_E
1652,16,1,1,2,6.580114593,6,0,0,0,0,0,0,Cluster_D
1287,16,0,2,3,5.407664706,26,0,0,0,0,0,0,Cluster_E
514,16,0,0,2,16.75682762,15,1,3,0,1,0,1,Cluster_D
82,18,1,2,2,0.877621767,25,0,2,0,0,0,0,Cluster_E
2124,15,1,0,3,1.969892834,21,0,2,1,0,0,0,Cluster_E
915,18,1,0,4,17.25350326,22,1,3,1,0,0,0,Cluster_E
2203,17,0,0,2,17.5262794,4,0,4,0,0,0,0,Cluster_D
1641,18,0,0,2,11.72364708,28,0,3,0,0,1,1,Cluster_E
151,17,0,2,2,4.291296402,1,0,1,0,1,1,0,Cluster_C
775,16,1,3,1,19.00422412,1,0,2,0,0,1,0,Cluster_B
330,18,0,2,2,18.92757307,10,0,1,1,1,0,0,Cluster_D
7,15,0,1,1,15.60168047,10,0,3,0,1,0,0,Cluster_C
944,15,0,2,0,10.59667778,12,0,1,0,0,0,1,Cluster_E
2202,16,1,0,1,8.188958753,15,1,3,0,0,0,0,Cluster_C
1868,15,0,0,3,5.136631491,22,1,2,0,0,0,1,Cluster_E
910,16,1,3,2,13.21454786,15,1,2,1,0,1,0,Cluster_D
469,15,0,2,2,3.294354939,26,1,2,0,0,0,0,Cluster_E
182,17,0,0,1,18.91549434,20,0,3,1,0,0,0,Cluster_E
165,16,1,1,3,18.88082557,11,1,2,1,0,0,0,Cluster_D
452,16,0,3,0,8.808691413,3,0,0,0,0,0,0,Cluster_C
491,18,0,0,2,12.856041,19,1,1,1,0,0,0,Cluster_E
2038,17,0,2,2,8.047410791,8,0,4,1,1,0,0,Cluster_B
1144,17,0,0,2,9.899655894,14,0,4,1,0,1,0,Cluster_D
2157,18,1,1,3,8.824022044,1,0,3,0,0,0,1,Cluster_B
1112,15,0,0,1,0.359157275,21,0,0,0,1,0,1,Cluster_E
1901,18,1,1,2,15.68374358,1,1,4,0,1,0,0,Cluster_A
1342,18,0,1,2,18.46599017,19,0,1,0,1,1,0,Cluster_E
2087,16,0,1,2,13.74779825,8,0,2,0,0,0,0,Cluster_E
2054,18,0,3,2,14.73633664,4,1,1,1,0,0,0,Cluster_B
1560,17,0,2,3,19.64154757,17,0,4,1,1,1,0,Cluster_D
1617,17,1,1,2,2.813066785,2,1,1,0,0,0,0,Cluster_B
328,17,1,0,3,2.595659314,15,1,3,0,0,0,0,Cluster_E
443,15,0,0,2,19.42439824,0,0,3,0,1,1,1,Cluster_A
1437,16,0,2,2,19.86327478,24,0,1,0,1,1,0,Cluster_E
1248,16,0,0,1,0.230520281,26,0,2,0,0,0,0,Cluster_E
833,17,1,0,3,13.87019674,11,0,1,0,0,1,0,Cluster_E
1846,17,0,2,2,17.43091361,5,0,0,0,0,0,0,Cluster_D
1304,16,0,0,1,19.12442347,29,1,3,1,1,0,0,Cluster_E
87,16,1,0,1,13.39906982,20,1,1,1,0,1,1,Cluster_E
2337,17,0,2,3,1.517432824,6,0,1,1,0,0,0,Cluster_A
778,18,1,0,4,1.142654387,20,1,1,1,0,0,0,Cluster_E
1802,15,0,2,2,14.40867404,5,0,3,1,0,0,0,Cluster_B
55,17,0,0,0,0.186205815,29,1,2,1,1,0,0,Cluster_E
1695,15,0,0,2,18.3419701,4,0,2,1,0,0,0,Cluster_B
1943,16,1,0,1,18.75529119,5,1,2,1,0,0,0,Cluster_B
1419,15,1,1,3,14.80626062,20,0,4,0,0,0,0,Cluster_E
114,16,0,0,1,16.84928214,18,1,1,0,1,1,0,Cluster_E
2241,15,1,2,2,11.96364891,9,0,2,0,0,0,0,Cluster_A
988,18,1,1,2,9.618832162,15,0,3,1,0,0,0,Cluster_D
1703,17,1,0,4,7.471325721,23,0,1,0,0,0,0,Cluster_E
1819,16,0,0,1,5.921310201,29,0,3,1,0,0,0,Cluster_E
1010,18,1,0,3,2.985360253,12,0,2,1,0,0,0,Cluster_E
590,15,1,0,2,12.49401339,0,0,3,0,0,0,0,Cluster_A
1981,15,1,0,2,18.65291435,27,1,4,1,1,1,1,Cluster_E
18,18,1,0,0,3.528238209,16,1,2,0,0,0,0,Cluster_E
1879,18,1,1,1,11.51099016,27,0,1,0,1,0,0,Cluster_E
1850,16,0,0,2,7.639160381,19,0,1,0,0,0,1,Cluster_E
286,17,1,0,0,7.345554026,25,0,1,0,0,0,0,Cluster_E
429,15,1,3,1,6.403623349,12,0,2,1,1,0,0,Cluster_D
1223,15,1,0,2,17.1674676,29,0,1,0,1,0,0,Cluster_E
670,17,1,0,2,12.29082036,20,1,0,1,1,1,0,Cluster_E
32,15,0,0,3,8.132730538,17,0,4,0,0,0,1,Cluster_E
723,18,1,0,2,5.153912964,24,0,1,0,0,0,0,Cluster_E
952,18,1,0,2,18.67230756,4,1,3,1,1,0,1,Cluster_A
1591,18,1,0,1,15.83922029,7,0,1,0,1,0,0,Cluster_B
215,17,1,0,3,12.99727843,11,0,3,0,0,0,0,Cluster_D
1614,15,1,0,1,13.36361324,2,0,3,1,0,0,0,Cluster_B
1165,15,0,0,2,16.43155384,6,0,3,0,1,0,0,Cluster_B
327,17,0,2,4,2.501778197,17,0,3,0,1,0,0,Cluster_E
561,18,1,2,4,18.29232909,19,0,3,0,1,0,0,Cluster_E
1087,15,1,0,1,15.16807346,12,0,2,1,0,1,0,Cluster_D
1653,16,0,0,2,7.829085416,28,0,3,0,1,0,0,Cluster_E
342,18,1,3,2,4.784221761,15,0,1,1,0,1,0,Cluster_E
148,17,0,2,1,14.05732888,11,0,3,0,1,0,0,Cluster_D
1663,18,1,2,4,18.40393972,26,0,1,0,0,1,0,Cluster_E
1108,16,1,2,2,6.587561341,27,0,3,1,0,0,0,Cluster_E
1937,17,0,0,2,10.80058385,18,0,2,0,0,0,0,Cluster_E
